"HouseholdBookID","Address","IssueDate","Status"
"000000365","Số 366 tổ dân phố 7 phường La Khê","2010-01-15","valid"
"000000366","Số 367 tổ dân phố 7 phường La Khê","2006-12-17","valid"
"000000367","Số 368 tổ dân phố 7 phường La Khê","1993-12-21","valid"
"000000368","Số 369 tổ dân phố 7 phường La Khê","1996-02-14","valid"
"000000369","Số 370 tổ dân phố 7 phường La Khê","1989-08-21","valid"
"000000370","Số 371 tổ dân phố 7 phường La Khê","1987-10-12","valid"
"000000371","Số 372 tổ dân phố 7 phường La Khê","1985-02-09","valid"
"000000372","Số 373 tổ dân phố 7 phường La Khê","1993-03-20","valid"
"000000373","Số 374 tổ dân phố 7 phường La Khê","2021-12-01","valid"
"000000374","Số 375 tổ dân phố 7 phường La Khê","2003-08-20","valid"
"000000375","Số 376 tổ dân phố 7 phường La Khê","2021-09-19","valid"
"000000376","Số 377 tổ dân phố 7 phường La Khê","2018-03-22","valid"
"000000377","Số 378 tổ dân phố 7 phường La Khê","2020-06-06","valid"
"000000378","Số 379 tổ dân phố 7 phường La Khê","2005-02-22","valid"
"000000379","Số 380 tổ dân phố 7 phường La Khê","1989-07-28","valid"
"000000380","Số 381 tổ dân phố 7 phường La Khê","1975-05-09","valid"
"000000381","Số 382 tổ dân phố 7 phường La Khê","1990-08-26","valid"
"000000382","Số 383 tổ dân phố 7 phường La Khê","1981-01-27","valid"
"000000383","Số 384 tổ dân phố 7 phường La Khê","2009-02-03","valid"
"000000384","Số 385 tổ dân phố 7 phường La Khê","1997-06-05","valid"
"000000385","Số 386 tổ dân phố 7 phường La Khê","2013-06-07","valid"
"000000386","Số 387 tổ dân phố 7 phường La Khê","2007-05-17","valid"
"000000387","Số 388 tổ dân phố 7 phường La Khê","1997-05-11","valid"
"000000388","Số 389 tổ dân phố 7 phường La Khê","1987-08-09","valid"
"000000389","Số 390 tổ dân phố 7 phường La Khê","2019-08-22","valid"
"000000390","Số 391 tổ dân phố 7 phường La Khê","1994-09-23","valid"
"000000391","Số 392 tổ dân phố 7 phường La Khê","1994-09-11","valid"
"000000392","Số 393 tổ dân phố 7 phường La Khê","1986-10-30","valid"
"000000393","Số 394 tổ dân phố 7 phường La Khê","1991-11-25","valid"
"000000394","Số 395 tổ dân phố 7 phường La Khê","2004-11-10","valid"
"000000395","Số 396 tổ dân phố 7 phường La Khê","1979-09-02","valid"
"000000396","Số 397 tổ dân phố 7 phường La Khê","2015-08-13","valid"
"000000397","Số 398 tổ dân phố 7 phường La Khê","1986-08-05","valid"
"000000398","Số 399 tổ dân phố 7 phường La Khê","1985-11-23","valid"
"000000399","Số 400 tổ dân phố 7 phường La Khê","1976-02-23","valid"
"000000400","Số 401 tổ dân phố 7 phường La Khê","1995-10-07","valid"
"000000401","Số 402 tổ dân phố 7 phường La Khê","1996-01-12","valid"
"000000402","Số 403 tổ dân phố 7 phường La Khê","2023-12-03","valid"
"000000403","Số 404 tổ dân phố 7 phường La Khê","2008-08-09","valid"
"000000404","Số 405 tổ dân phố 7 phường La Khê","2002-02-22","valid"
"000000405","Số 406 tổ dân phố 7 phường La Khê","2019-10-18","valid"
"000000406","Số 407 tổ dân phố 7 phường La Khê","1992-02-17","valid"
"000000407","Số 408 tổ dân phố 7 phường La Khê","1996-08-06","valid"
"000000408","Số 409 tổ dân phố 7 phường La Khê","1981-05-04","valid"
"000000409","Số 410 tổ dân phố 7 phường La Khê","2004-04-25","valid"
"000000410","Số 411 tổ dân phố 7 phường La Khê","1975-04-30","valid"
"000000411","Số 412 tổ dân phố 7 phường La Khê","1990-01-14","valid"
"000000412","Số 413 tổ dân phố 7 phường La Khê","2007-06-04","valid"
"000000413","Số 414 tổ dân phố 7 phường La Khê","1991-03-09","valid"
"000000414","Số 415 tổ dân phố 7 phường La Khê","1985-10-05","valid"
"000000415","Số 416 tổ dân phố 7 phường La Khê","2019-06-01","valid"
"000000416","Số 417 tổ dân phố 7 phường La Khê","1976-07-09","valid"
"000000417","Số 418 tổ dân phố 7 phường La Khê","2023-07-28","valid"
"000000418","Số 419 tổ dân phố 7 phường La Khê","1983-08-23","valid"
"000000419","Số 420 tổ dân phố 7 phường La Khê","2021-04-25","valid"
"000000420","Số 421 tổ dân phố 7 phường La Khê","1981-03-16","valid"
"000000421","Số 422 tổ dân phố 7 phường La Khê","2014-01-04","valid"
"000000422","Số 423 tổ dân phố 7 phường La Khê","1981-08-07","valid"
"000000423","Số 424 tổ dân phố 7 phường La Khê","1978-03-27","valid"
"000000424","Số 425 tổ dân phố 7 phường La Khê","1997-05-25","valid"
"000000425","Số 426 tổ dân phố 7 phường La Khê","1987-10-27","valid"
"000000426","Số 427 tổ dân phố 7 phường La Khê","1994-09-10","valid"
"000000427","Số 428 tổ dân phố 7 phường La Khê","2010-06-01","valid"
"000000428","Số 429 tổ dân phố 7 phường La Khê","2011-04-24","valid"
"000000429","Số 430 tổ dân phố 7 phường La Khê","1990-11-25","valid"
"000000430","Số 431 tổ dân phố 7 phường La Khê","2018-01-13","valid"
"000000431","Số 432 tổ dân phố 7 phường La Khê","2000-05-18","valid"
"000000432","Số 433 tổ dân phố 7 phường La Khê","2002-04-14","valid"
"000000433","Số 434 tổ dân phố 7 phường La Khê","1976-10-21","valid"
"000000434","Số 435 tổ dân phố 7 phường La Khê","1985-12-05","valid"
"000000435","Số 436 tổ dân phố 7 phường La Khê","1986-05-14","valid"
"000000436","Số 437 tổ dân phố 7 phường La Khê","2003-02-21","valid"
"000000437","Số 438 tổ dân phố 7 phường La Khê","2021-07-01","valid"
"000000438","Số 439 tổ dân phố 7 phường La Khê","2014-12-26","valid"
"000000439","Số 440 tổ dân phố 7 phường La Khê","2001-06-22","valid"
"000000440","Số 441 tổ dân phố 7 phường La Khê","1975-12-14","valid"
"000000441","Số 442 tổ dân phố 7 phường La Khê","1979-11-06","valid"
"000000442","Số 443 tổ dân phố 7 phường La Khê","2009-05-01","valid"
"000000443","Số 444 tổ dân phố 7 phường La Khê","1979-07-06","valid"
"000000444","Số 445 tổ dân phố 7 phường La Khê","1996-01-25","valid"
"000000445","Số 446 tổ dân phố 7 phường La Khê","1976-02-04","valid"
"000000446","Số 447 tổ dân phố 7 phường La Khê","1993-04-06","valid"
"000000447","Số 448 tổ dân phố 7 phường La Khê","1990-02-20","valid"
"000000448","Số 449 tổ dân phố 7 phường La Khê","2017-11-17","valid"
"000000449","Số 450 tổ dân phố 7 phường La Khê","2006-03-06","valid"
"000000450","Số 451 tổ dân phố 7 phường La Khê","1980-12-17","valid"
"000000451","Số 452 tổ dân phố 7 phường La Khê","1993-08-04","valid"
"000000452","Số 453 tổ dân phố 7 phường La Khê","1989-03-20","valid"
"000000453","Số 454 tổ dân phố 7 phường La Khê","2020-08-14","valid"
"000000454","Số 455 tổ dân phố 7 phường La Khê","1985-09-03","valid"
"000000455","Số 456 tổ dân phố 7 phường La Khê","2012-03-10","valid"
"000000456","Số 457 tổ dân phố 7 phường La Khê","1995-04-26","valid"
"000000457","Số 458 tổ dân phố 7 phường La Khê","1982-10-29","valid"
"000000458","Số 459 tổ dân phố 7 phường La Khê","1979-12-02","valid"
"000000459","Số 460 tổ dân phố 7 phường La Khê","2019-03-17","valid"
"000000460","Số 461 tổ dân phố 7 phường La Khê","2020-04-19","valid"
"000000461","Số 462 tổ dân phố 7 phường La Khê","2004-12-12","valid"
"000000462","Số 463 tổ dân phố 7 phường La Khê","1997-02-13","valid"
"000000463","Số 464 tổ dân phố 7 phường La Khê","2018-01-06","valid"
"000000464","Số 465 tổ dân phố 7 phường La Khê","1984-07-28","valid"
"000000465","Số 466 tổ dân phố 7 phường La Khê","1977-05-07","valid"
"000000466","Số 467 tổ dân phố 7 phường La Khê","2012-12-13","valid"
"000000467","Số 468 tổ dân phố 7 phường La Khê","2021-01-15","valid"
"000000468","Số 469 tổ dân phố 7 phường La Khê","1996-01-25","valid"
"000000469","Số 470 tổ dân phố 7 phường La Khê","2024-11-05","valid"
"000000470","Số 471 tổ dân phố 7 phường La Khê","1989-12-17","valid"
"000000471","Số 472 tổ dân phố 7 phường La Khê","2003-03-17","valid"
"000000472","Số 473 tổ dân phố 7 phường La Khê","2022-09-08","valid"
"000000473","Số 474 tổ dân phố 7 phường La Khê","2011-07-04","valid"
"000000474","Số 475 tổ dân phố 7 phường La Khê","1975-03-10","valid"
"000000475","Số 476 tổ dân phố 7 phường La Khê","2024-07-28","valid"
"000000476","Số 477 tổ dân phố 7 phường La Khê","2003-04-21","valid"
"000000477","Số 478 tổ dân phố 7 phường La Khê","2011-07-17","valid"
"000000478","Số 479 tổ dân phố 7 phường La Khê","2000-09-20","valid"
"000000479","Số 480 tổ dân phố 7 phường La Khê","2004-04-09","valid"
